date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:54:13	1998/1998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f6338af-7ce%22	https://technext.github.io/deskapp2/task-add	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/task-add	(from https://technext.github.io/deskapp2/profile.html)
12:54:14	98853/98853	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-18225%22	https://technext.github.io/deskapp2/src/plugins/cropperjs/dist/cropper.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/cropperjs/dist/cropper.js	(from https://technext.github.io/deskapp2/profile.html)
12:54:14	10389/10389	---M-Z	200	added ('OK')	text/html	etag:W/%225f6338af-2895%22	https://technext.github.io/deskapp2/register.html	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/register.html	(from https://technext.github.io/deskapp2/login.html)
12:54:15	1452/1452	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225f6338af-5ac%22	https://technext.github.io/deskapp2/vendors/images/briefcase.svg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/briefcase.svg	(from https://technext.github.io/deskapp2/login.html)
12:54:15	61719/61719	---M--	200	added ('OK')	image/png	etag:%225f6338af-f117%22	https://technext.github.io/deskapp2/vendors/images/login-page-img.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/login-page-img.png	(from https://technext.github.io/deskapp2/login.html)
12:54:15	1673/1673	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225f6338af-689%22	https://technext.github.io/deskapp2/vendors/images/person.svg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/person.svg	(from https://technext.github.io/deskapp2/login.html)
12:54:15	6635/6635	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-19eb%22	https://technext.github.io/deskapp2/src/plugins/jvectormap/jquery-jvectormap-2.0.3.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jvectormap/jquery-jvectormap-2.0.3.css	(from https://technext.github.io/deskapp2/index2.html)
12:54:16	1294/1294	---M--	200	added ('OK')	image/png	etag:%225f6338af-50e%22	https://technext.github.io/deskapp2/vendors/images/chrome.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/chrome.png	(from https://technext.github.io/deskapp2/index2.html)
12:54:16	1189/1189	---M--	200	added ('OK')	image/png	etag:%225f6338af-4a5%22	https://technext.github.io/deskapp2/vendors/images/firefox.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/firefox.png	(from https://technext.github.io/deskapp2/index2.html)
12:54:16	1060/1060	---M--	200	added ('OK')	image/png	etag:%225f6338af-424%22	https://technext.github.io/deskapp2/vendors/images/safari.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/safari.png	(from https://technext.github.io/deskapp2/index2.html)
12:54:16	915/915	---M--	200	added ('OK')	image/png	etag:%225f6338af-393%22	https://technext.github.io/deskapp2/vendors/images/edge.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/edge.png	(from https://technext.github.io/deskapp2/index2.html)
12:54:17	885/885	---M--	200	added ('OK')	image/png	etag:%225f6338af-375%22	https://technext.github.io/deskapp2/vendors/images/opera.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/opera.png	(from https://technext.github.io/deskapp2/index2.html)
12:54:17	10804/10804	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-2a34%22	https://technext.github.io/deskapp2/src/plugins/jQuery-Knob-master/jquery.knob.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jQuery-Knob-master/jquery.knob.min.js	(from https://technext.github.io/deskapp2/index2.html)
12:54:17	197079/197079	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-301d7%22	https://technext.github.io/deskapp2/src/plugins/highcharts-6.0.7/code/highcharts.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/highcharts-6.0.7/code/highcharts.js	(from https://technext.github.io/deskapp2/index2.html)
12:54:17	32143/32143	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-7d8f%22	https://technext.github.io/deskapp2/src/plugins/highcharts-6.0.7/code/highcharts-more.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/highcharts-6.0.7/code/highcharts-more.js	(from https://technext.github.io/deskapp2/index2.html)
12:54:17	57116/57116	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-df1c%22	https://technext.github.io/deskapp2/src/plugins/jvectormap/jquery-jvectormap-2.0.3.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jvectormap/jquery-jvectormap-2.0.3.min.js	(from https://technext.github.io/deskapp2/index2.html)
12:54:18	3584/3584	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-e00%22	https://technext.github.io/deskapp2/vendors/scripts/dashboard2.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/dashboard2.js	(from https://technext.github.io/deskapp2/index2.html)
12:54:18	104258/104258	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-19742%22	https://technext.github.io/deskapp2/src/plugins/jvectormap/jquery-jvectormap-world-mill-en.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jvectormap/jquery-jvectormap-world-mill-en.js	(from https://technext.github.io/deskapp2/index2.html)
12:54:18	682/682	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-2aa%22	https://technext.github.io/deskapp2/src/plugins/switchery/switchery.min.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/switchery/switchery.min.css	(from https://technext.github.io/deskapp2/advanced-components.html)
12:54:19	1359/1359	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-54f%22	https://technext.github.io/deskapp2/src/plugins/bootstrap-tagsinput/bootstrap-tagsinput.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/bootstrap-tagsinput/bootstrap-tagsinput.css	(from https://technext.github.io/deskapp2/advanced-components.html)
12:54:19	860/860	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-35c%22	https://technext.github.io/deskapp2/src/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.css	(from https://technext.github.io/deskapp2/advanced-components.html)
12:54:19	24502/24502	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-5fb6%22	https://technext.github.io/deskapp2/src/plugins/switchery/switchery.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/switchery/switchery.min.js	(from https://technext.github.io/deskapp2/advanced-components.html)
12:54:19	22284/22284	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-570c%22	https://technext.github.io/deskapp2/src/plugins/bootstrap-tagsinput/bootstrap-tagsinput.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/bootstrap-tagsinput/bootstrap-tagsinput.js	(from https://technext.github.io/deskapp2/advanced-components.html)
12:54:20	23090/23090	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-5a32%22	https://technext.github.io/deskapp2/src/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/bootstrap-touchspin/jquery.bootstrap-touchspin.js	(from https://technext.github.io/deskapp2/advanced-components.html)
12:54:20	856/856	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-358%22	https://technext.github.io/deskapp2/vendors/scripts/advanced-components.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/advanced-components.js	(from https://technext.github.io/deskapp2/advanced-components.html)
12:54:20	7786/7786	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-1e6a%22	https://technext.github.io/deskapp2/src/plugins/jquery-steps/jquery.steps.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jquery-steps/jquery.steps.css	(from https://technext.github.io/deskapp2/form-wizard.html)
12:54:20	1377/1377	---M--	200	added ('OK')	image/png	etag:%225f6338af-561%22	https://technext.github.io/deskapp2/vendors/images/success.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/success.png	(from https://technext.github.io/deskapp2/form-wizard.html)
12:54:21	53338/53338	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-d05a%22	https://technext.github.io/deskapp2/src/plugins/jquery-steps/jquery.steps.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jquery-steps/jquery.steps.js	(from https://technext.github.io/deskapp2/form-wizard.html)
12:54:21	865/865	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-361%22	https://technext.github.io/deskapp2/vendors/scripts/steps-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/steps-setting.js	(from https://technext.github.io/deskapp2/form-wizard.html)
12:54:21	7213/7213	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-1c2d%22	https://technext.github.io/deskapp2/src/plugins/jquery-asColorPicker/dist/css/asColorPicker.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jquery-asColorPicker/dist/css/asColorPicker.css	(from https://technext.github.io/deskapp2/form-pickers.html)
12:54:22	27951/27951	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-6d2f%22	https://technext.github.io/deskapp2/src/plugins/jquery-asColor/dist/jquery-asColor.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jquery-asColor/dist/jquery-asColor.js	(from https://technext.github.io/deskapp2/form-pickers.html)
12:54:22	22509/22509	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-57ed%22	https://technext.github.io/deskapp2/src/plugins/jquery-asGradient/dist/jquery-asGradient.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jquery-asGradient/dist/jquery-asGradient.js	(from https://technext.github.io/deskapp2/form-pickers.html)
12:54:22	67474/67474	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-10792%22	https://technext.github.io/deskapp2/src/plugins/jquery-asColorPicker/jquery-asColorPicker.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/jquery-asColorPicker/jquery-asColorPicker.js	(from https://technext.github.io/deskapp2/form-pickers.html)
12:54:22	162/162	---M--	200	added ('OK')	application/javascript	etag:%225f6338af-a2%22	https://technext.github.io/deskapp2/vendors/scripts/colorpicker.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/colorpicker.js	(from https://technext.github.io/deskapp2/form-pickers.html)
12:54:23	1998/1998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f6338af-7ce%22	https://technext.github.io/deskapp2/cropped.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/cropped.jpg	(from https://technext.github.io/deskapp2/image-cropper.html)
12:54:23	7786/7786	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-1e6a%22	https://technext.github.io/deskapp2/src/plugins/cropperjs/dist/cropper-init.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/cropperjs/dist/cropper-init.js	(from https://technext.github.io/deskapp2/image-cropper.html)
12:54:23	294956/294956	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-4802c%22	https://technext.github.io/deskapp2/vendors/images/img3.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/img3.jpg	(from https://technext.github.io/deskapp2/image-cropper.html)
12:54:24	11373/11373	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-2c6d%22	https://technext.github.io/deskapp2/src/plugins/dropzone/src/dropzone.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/dropzone/src/dropzone.css	(from https://technext.github.io/deskapp2/image-dropzone.html)
12:54:24	92958/92958	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-16b1e%22	https://technext.github.io/deskapp2/src/plugins/dropzone/src/dropzone.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/dropzone/src/dropzone.js	(from https://technext.github.io/deskapp2/image-dropzone.html)
12:54:24	19532/19532	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-4c4c%22	https://technext.github.io/deskapp2/src/plugins/datatables/js/dataTables.buttons.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/datatables/js/dataTables.buttons.min.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:24	1043/1043	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-413%22	https://technext.github.io/deskapp2/src/plugins/datatables/js/buttons.bootstrap4.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/datatables/js/buttons.bootstrap4.min.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:25	2302/2302	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-8fe%22	https://technext.github.io/deskapp2/src/plugins/datatables/js/buttons.print.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/datatables/js/buttons.print.min.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:25	24766/24766	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-60be%22	https://technext.github.io/deskapp2/src/plugins/datatables/js/buttons.html5.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/datatables/js/buttons.html5.min.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:25	26231/26231	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-6677%22	https://technext.github.io/deskapp2/src/plugins/datatables/js/buttons.flash.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/datatables/js/buttons.flash.min.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:26	2646/2646	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-a56%22	https://technext.github.io/deskapp2/vendors/scripts/datatable-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/datatable-setting.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:26	34106/34106	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-853a%22	https://technext.github.io/deskapp2/src/plugins/fullcalendar/fullcalendar.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/fullcalendar/fullcalendar.css	(from https://technext.github.io/deskapp2/calendar.html)
12:54:27	213774/213774	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-3430e%22	https://technext.github.io/deskapp2/src/plugins/fullcalendar/fullcalendar.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/fullcalendar/fullcalendar.min.js	(from https://technext.github.io/deskapp2/calendar.html)
12:54:27	5133/5133	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-140d%22	https://technext.github.io/deskapp2/vendors/scripts/calendar-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/calendar-setting.js	(from https://technext.github.io/deskapp2/calendar.html)
12:54:27	970387/970387	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-ece93%22	https://technext.github.io/deskapp2/src/plugins/datatables/js/pdfmake.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/datatables/js/pdfmake.min.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:28	357635/357635	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-57503%22	https://technext.github.io/deskapp2/vendors/images/img4.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/img4.jpg	(from https://technext.github.io/deskapp2/ui-cards.html)
12:54:29	205379/205379	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-32243%22	https://technext.github.io/deskapp2/vendors/images/img1.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/img1.jpg	(from https://technext.github.io/deskapp2/ui-cards.html)
12:54:29	870284/870284	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-d478c%22	https://technext.github.io/deskapp2/src/plugins/datatables/js/vfs_fonts.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/datatables/js/vfs_fonts.js	(from https://technext.github.io/deskapp2/datatable.html)
12:54:29	507630/507630	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-7beee%22	https://technext.github.io/deskapp2/vendors/images/img2.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/img2.jpg	(from https://technext.github.io/deskapp2/ui-cards.html)
12:54:29	362163/362163	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-586b3%22	https://technext.github.io/deskapp2/vendors/images/img5.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/img5.jpg	(from https://technext.github.io/deskapp2/ui-cards.html)
12:54:29	17712/17712	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-4530%22	https://technext.github.io/deskapp2/vendors/images/modal-img1.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/modal-img1.jpg	(from https://technext.github.io/deskapp2/ui-modals.html)
12:54:30	15651/15651	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-3d23%22	https://technext.github.io/deskapp2/vendors/images/modal-img2.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/modal-img2.jpg	(from https://technext.github.io/deskapp2/ui-modals.html)
12:54:30	12338/12338	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-3032%22	https://technext.github.io/deskapp2/vendors/images/modal-img3.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/modal-img3.jpg	(from https://technext.github.io/deskapp2/ui-modals.html)
12:54:30	34657/34657	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-8761%22	https://technext.github.io/deskapp2/src/plugins/sweetalert2/sweetalert2.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/sweetalert2/sweetalert2.css	(from https://technext.github.io/deskapp2/ui-sweet-alert.html)
12:54:30	105431/105431	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-19bd7%22	https://technext.github.io/deskapp2/src/plugins/sweetalert2/sweetalert2.all.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/sweetalert2/sweetalert2.all.js	(from https://technext.github.io/deskapp2/ui-sweet-alert.html)
12:54:30	8440/8440	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-20f8%22	https://technext.github.io/deskapp2/src/plugins/sweetalert2/sweet-alert.init.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/sweetalert2/sweet-alert.init.js	(from https://technext.github.io/deskapp2/ui-sweet-alert.html)
12:54:31	13296/13296	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-33f0%22	https://technext.github.io/deskapp2/src/plugins/ion-rangeslider/css/ion.rangeSlider.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/ion-rangeslider/css/ion.rangeSlider.css	(from https://technext.github.io/deskapp2/ui-range-slider.html)
12:54:31	41171/41171	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-a0d3%22	https://technext.github.io/deskapp2/src/plugins/ion-rangeslider/js/ion.rangeSlider.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/ion-rangeslider/js/ion.rangeSlider.min.js	(from https://technext.github.io/deskapp2/ui-range-slider.html)
12:54:31	1688/1688	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-698%22	https://technext.github.io/deskapp2/vendors/scripts/range-slider-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/range-slider-setting.js	(from https://technext.github.io/deskapp2/ui-range-slider.html)
12:54:32	1998/1998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225f6338af-7ce%22	https://technext.github.io/deskapp2/ils	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/ils	(from https://technext.github.io/deskapp2/font-awesome.html)
12:54:33	4061/4061	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2026%20May%202021%2012:54:34%20GMT	https://code.highcharts.com/highcharts-3d.js	C:/Mes%20Sites%20Web/tamplates/code.highcharts.com/highcharts-3d.bf.delayed	(from https://technext.github.io/deskapp2/highchart.html)
12:54:34	9262/9262	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-242e%22	https://technext.github.io/deskapp2/vendors/scripts/highchart-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/highchart-setting.js	(from https://technext.github.io/deskapp2/highchart.html)
12:54:34	807/807	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-327%22	https://technext.github.io/deskapp2/vendors/scripts/knob-chart-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/knob-chart-setting.js	(from https://technext.github.io/deskapp2/knob-chart.html)
12:54:34	262/262	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-106%22	https://technext.github.io/deskapp2/vendors/scripts/jvectormap-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/jvectormap-setting.js	(from https://technext.github.io/deskapp2/jvectormap.html)
12:54:34	11030/11030	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-2b16%22	https://technext.github.io/deskapp2/vendors/scripts/apexcharts-setting.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/scripts/apexcharts-setting.js	(from https://technext.github.io/deskapp2/apexcharts.html)
12:54:35	15571/15571	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-3cd3%22	https://technext.github.io/deskapp2/src/plugins/plyr/dist/plyr.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/plyr/dist/plyr.css	(from https://technext.github.io/deskapp2/video-player.html)
12:54:37	43442/43442	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-a9b2%22	https://technext.github.io/deskapp2/src/plugins/plyr/dist/plyr.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/plyr/dist/plyr.js	(from https://technext.github.io/deskapp2/video-player.html)
12:54:37	157141/157141	---M--	200	added ('OK')	image/jpeg	etag:%22fa0664be81f9e1752869a9f1915c5ffe%22	https://cdn.plyr.io/static/demo/View_From_A_Blue_Moon_Trailer-HD.jpg?v1	C:/Mes%20Sites%20Web/tamplates/cdn.plyr.io/static/demo/View_From_A_Blue_Moon_Trailer-HD6654.jpg	(from https://technext.github.io/deskapp2/video-player.html)
12:54:37	4704/4704	---M-Z	200	added ('OK')	application/javascript	etag:%225aed4184fff00cbe2abd1ce47578e0b5%22	https://cdn.shr.one/1.0.1/shr.js	C:/Mes%20Sites%20Web/tamplates/cdn.shr.one/1.0.1/shr.js	(from https://technext.github.io/deskapp2/video-player.html)
12:54:38	28814/28814	---M--	200	added ('OK')	image/png	etag:%225f6338af-708e%22	https://technext.github.io/deskapp2/vendors/images/forgot-password.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/forgot-password.png	(from https://technext.github.io/deskapp2/forgot-password.html)
12:54:38	66980/66980	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-105a4%22	https://technext.github.io/deskapp2/vendors/images/product-img1.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/product-img1.jpg	(from https://technext.github.io/deskapp2/product.html)
12:54:38	66639/66639	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-1044f%22	https://technext.github.io/deskapp2/vendors/images/product-img2.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/product-img2.jpg	(from https://technext.github.io/deskapp2/product.html)
12:54:39	75411/75411	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-12693%22	https://technext.github.io/deskapp2/vendors/images/product-img3.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/product-img3.jpg	(from https://technext.github.io/deskapp2/product.html)
12:54:39	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-6f0%22	https://technext.github.io/deskapp2/src/plugins/slick/slick.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/slick/slick.css	(from https://technext.github.io/deskapp2/product-detail.html)
12:54:39	58467/58467	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-e463%22	https://technext.github.io/deskapp2/vendors/images/product-img4.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/product-img4.jpg	(from https://technext.github.io/deskapp2/product.html)
12:54:39	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-a76f%22	https://technext.github.io/deskapp2/src/plugins/slick/slick.min.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/slick/slick.min.js	(from https://technext.github.io/deskapp2/product-detail.html)
12:54:39	17123/17123	---M-Z	200	added ('OK')	text/css	etag:W/%225f6338af-42e3%22	https://technext.github.io/deskapp2/src/plugins/fancybox/dist/jquery.fancybox.css	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/fancybox/dist/jquery.fancybox.css	(from https://technext.github.io/deskapp2/gallery.html)
12:54:40	151025/151025	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f6338af-24df1%22	https://technext.github.io/deskapp2/src/plugins/fancybox/dist/jquery.fancybox.js	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/src/plugins/fancybox/dist/jquery.fancybox.js	(from https://technext.github.io/deskapp2/gallery.html)
12:54:40	2826/2826	---M--	200	added ('OK')	image/png	etag:%225f6338af-b0a%22	https://technext.github.io/deskapp2/vendors/images/icon-Cash.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/icon-Cash.png	(from https://technext.github.io/deskapp2/pricing-table.html)
12:54:40	3446/3446	---M--	200	added ('OK')	image/png	etag:%225f6338af-d76%22	https://technext.github.io/deskapp2/vendors/images/icon-debit.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/icon-debit.png	(from https://technext.github.io/deskapp2/pricing-table.html)
12:54:41	4292/4292	---M--	200	added ('OK')	image/png	etag:%225f6338af-10c4%22	https://technext.github.io/deskapp2/vendors/images/icon-online-wallet.png	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/icon-online-wallet.png	(from https://technext.github.io/deskapp2/pricing-table.html)
12:54:41	6882/6882	---M--	200	added ('OK')	image/jpeg	etag:%225f6338af-1ae2%22	https://technext.github.io/deskapp2/vendors/images/profile-photo.jpg	C:/Mes%20Sites%20Web/tamplates/technext.github.io/deskapp2/vendors/images/profile-photo.jpg	(from https://technext.github.io/deskapp2/chat.html)
